account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes,total_calls,total_charges
116,408,no,no,0,110,54,18,213,82,18,186,116,8,7,2,2,2,False,516,254,46
90,415,no,yes,22,124,94,21,231,90,19,222,108,10,6,12,1,1,False,583,304,51
148,415,yes,no,0,233,81,39,187,71,15,122,97,5,9,2,2,0,True,551,251,61
147,415,no,yes,35,197,134,33,141,99,11,212,90,9,10,4,2,2,True,560,327,55
95,510,no,no,0,58,96,9,202,126,17,210,97,9,10,5,2,0,False,480,324,37
201,510,no,no,0,212,72,36,225,90,19,195,99,8,7,6,1,1,False,639,267,64
80,415,no,no,0,151,89,25,131,78,11,235,131,10,11,4,3,0,False,528,302,49
122,415,yes,no,0,146,117,24,218,93,18,236,97,10,11,5,3,1,False,611,312,55
132,408,no,no,0,195,100,33,148,95,12,224,117,10,6,2,1,0,False,573,314,56
83,510,no,no,0,208,71,35,214,92,18,247,108,11,13,5,3,1,False,682,276,67
99,408,no,no,0,135,107,23,208,103,17,209,95,9,8,3,2,7,True,560,308,51
84,415,no,no,0,225,86,38,275,105,23,201,108,9,14,3,3,3,True,715,302,73
46,415,no,no,0,122,67,20,167,62,14,194,98,8,9,6,2,1,False,492,233,44
87,510,no,no,0,153,106,26,224,117,19,273,152,12,8,5,2,2,False,658,380,59
150,415,no,no,0,214,117,36,192,89,16,242,99,10,7,4,2,1,False,655,309,64
73,408,no,no,0,194,112,33,167,85,14,100,61,4,10,6,2,1,False,471,264,53
7,415,no,no,0,206,87,35,281,83,23,158,77,7,11,5,2,3,False,656,252,67
89,415,no,yes,12,188,105,31,151,107,12,201,132,9,10,3,2,2,False,550,347,54
131,408,yes,no,0,122,83,20,118,94,10,147,95,6,13,3,3,3,True,400,275,39
105,415,no,no,0,259,96,44,175,97,14,222,36,10,12,5,3,3,False,668,234,71
108,408,yes,no,0,115,114,19,211,70,17,136,85,6,13,3,3,2,True,475,272,45
47,415,no,yes,28,172,109,29,137,94,11,203,109,9,8,6,2,1,False,520,318,51
101,415,yes,no,0,156,116,26,130,114,11,207,109,9,7,5,1,1,False,500,344,47
182,415,no,yes,24,128,104,21,143,127,12,191,98,8,11,3,3,1,False,473,332,44
161,408,no,no,0,196,73,33,170,79,14,194,79,8,12,3,3,1,False,572,234,58
128,408,no,no,0,227,130,38,302,71,25,191,82,8,5,7,1,1,True,725,290,72
69,415,no,yes,31,194,63,33,191,90,16,153,129,6,13,2,3,2,False,551,284,58
113,408,no,yes,34,44,63,7,134,82,11,168,118,7,13,3,3,1,False,359,266,28
87,408,no,yes,30,262,114,44,215,130,18,154,88,6,7,2,2,0,False,638,334,70
71,415,no,no,0,211,70,35,252,122,21,225,104,10,12,3,3,0,False,700,299,69
76,415,no,no,0,204,69,34,225,110,19,240,85,10,9,5,2,1,False,678,269,65
87,510,no,no,0,223,109,37,127,86,10,289,83,13,14,4,3,3,False,653,282,63
117,408,no,no,0,119,82,20,187,108,15,189,97,8,11,3,3,1,False,506,290,46
177,415,no,no,0,266,91,45,225,79,19,224,58,10,8,8,2,3,True,723,236,76
95,415,no,no,0,134,104,22,152,95,12,236,80,10,9,3,2,1,False,531,282,46
76,415,no,no,0,171,78,29,257,83,21,91,92,4,16,3,4,1,False,535,256,58
66,415,no,no,0,170,103,28,254,77,21,197,138,8,10,2,2,2,False,631,320,59
110,415,no,no,0,178,124,30,146,141,12,217,102,9,9,7,2,1,False,550,374,53
204,510,no,no,0,205,145,34,154,95,13,191,77,8,14,5,3,3,False,564,322,58
32,415,no,yes,31,232,97,39,183,111,15,206,111,9,13,2,3,0,False,634,321,66
133,408,no,yes,39,239,107,40,253,77,21,128,85,5,6,3,1,5,False,626,272,67
185,408,no,no,0,55,97,9,288,83,24,111,110,5,12,3,3,2,False,466,293,41
103,415,no,yes,37,153,78,26,241,108,20,244,110,11,10,3,2,1,False,648,299,59
91,510,no,no,0,109,100,18,189,104,16,206,85,9,11,3,3,1,False,515,292,46
131,415,no,no,0,196,89,33,185,87,15,250,132,11,5,6,1,2,False,636,314,60
153,510,no,no,0,166,127,28,143,121,12,210,130,9,11,4,3,0,False,530,382,52
132,415,no,yes,25,113,96,19,269,107,22,229,87,10,7,7,1,2,False,618,297,52
148,510,no,no,0,203,92,34,150,125,12,245,131,11,14,9,3,1,False,612,357,60
141,408,no,no,0,242,90,41,234,80,19,211,104,9,6,3,1,5,False,693,277,70
105,415,no,no,0,156,102,26,140,134,11,227,111,10,12,2,3,2,False,535,349,50
169,408,no,no,0,266,105,45,158,88,13,287,111,12,13,3,3,3,True,724,307,73
127,415,no,yes,23,182,80,30,216,85,18,156,82,7,9,4,2,1,False,563,251,57
57,415,no,no,0,85,92,14,193,127,16,231,93,10,10,2,2,0,False,519,314,42
123,415,no,yes,33,146,87,24,114,59,9,220,99,9,2,7,0,0,False,482,252,42
103,510,no,yes,35,110,101,18,208,81,17,87,77,3,13,2,3,4,True,418,261,41
101,415,no,no,0,118,89,20,199,97,16,53,61,2,11,5,3,1,False,381,252,41
123,415,no,yes,22,197,105,33,80,86,6,120,82,5,15,12,4,2,False,412,285,48
78,510,no,yes,32,210,116,35,192,83,16,246,92,11,10,4,2,6,False,658,295,64
101,415,no,yes,28,220,96,37,285,72,24,203,111,9,9,6,2,4,False,717,285,72
129,415,no,no,0,150,98,25,232,101,19,261,123,11,12,6,3,1,False,655,328,58
67,415,no,yes,34,161,114,27,207,115,17,205,114,9,9,4,2,0,False,582,347,55
37,415,no,no,0,191,116,32,167,99,14,216,112,9,14,5,3,3,False,588,332,58
64,415,yes,no,0,146,83,24,148,91,12,238,69,10,12,3,3,3,False,544,246,49
173,510,no,no,0,109,103,18,101,111,8,167,106,7,7,7,2,1,False,384,327,35
135,510,no,no,0,144,115,24,249,68,21,211,82,9,13,3,3,1,False,617,268,57
75,415,no,yes,42,248,93,42,170,108,14,104,91,4,11,8,3,1,False,533,300,63
88,415,no,no,0,85,112,14,221,70,18,190,75,8,11,3,3,4,True,507,260,43
112,415,no,no,0,214,112,36,209,104,17,164,97,7,9,5,2,3,False,596,318,62
113,408,no,no,0,158,137,27,242,109,20,247,97,11,6,4,1,0,False,653,347,59
121,510,no,yes,28,110,94,18,141,76,12,237,87,10,6,3,1,2,False,494,260,41
70,415,no,no,0,152,145,25,183,102,15,151,75,6,10,2,2,1,False,496,324,48
90,415,no,no,0,145,103,24,197,137,16,294,83,13,10,4,2,0,False,646,327,55
39,408,no,no,0,93,83,15,199,114,16,206,104,9,6,4,1,0,False,504,305,41
142,408,no,no,0,216,134,36,187,106,15,138,108,6,8,2,2,0,False,549,350,59
176,408,no,no,0,201,101,34,154,78,13,164,79,7,9,2,2,1,False,528,260,56
105,408,no,no,0,146,81,24,225,80,19,230,117,10,8,2,2,1,False,609,280,55
57,415,no,no,0,272,74,46,224,85,19,178,104,8,10,3,2,2,True,684,266,75
110,510,no,no,0,18,92,3,258,81,21,109,74,4,14,4,4,1,False,399,251,32
88,415,no,no,0,172,81,29,193,90,16,89,107,4,12,5,3,2,False,466,283,52
95,408,no,no,0,190,119,32,157,70,13,181,120,8,14,6,3,0,False,542,315,56
147,415,no,no,0,130,83,22,208,144,17,204,72,9,15,3,4,3,False,557,302,52
101,415,no,no,0,158,92,26,188,117,15,219,125,9,13,4,3,4,True,578,338,53
115,415,no,no,0,166,111,28,236,98,20,205,92,9,15,2,4,1,False,622,303,61
103,415,no,no,0,129,103,21,202,89,17,233,126,10,12,2,3,2,False,576,320,51
82,415,no,no,0,199,112,33,193,120,16,254,117,11,7,10,1,0,False,653,359,61
141,415,no,no,0,185,126,31,233,98,19,152,106,6,9,7,2,0,False,579,337,58
149,408,no,no,0,175,80,29,197,127,16,188,102,8,9,2,2,2,False,569,311,55
131,510,no,no,0,263,123,44,151,74,12,218,101,9,10,2,2,2,False,642,300,67
119,510,no,no,0,94,108,16,264,100,22,203,79,9,7,3,1,1,False,568,290,48
112,510,no,no,0,189,83,32,219,89,18,168,116,7,7,8,1,3,False,583,296,58
116,510,no,yes,35,118,103,20,167,106,14,205,102,9,11,2,3,2,False,501,313,46
94,415,no,no,0,212,98,36,189,89,16,352,95,15,8,5,2,3,False,761,287,69
90,408,no,no,0,222,93,37,187,103,15,282,124,12,12,6,3,2,False,703,326,67
114,415,no,yes,31,222,98,37,180,105,15,151,101,6,13,4,3,0,False,566,308,61
63,408,no,yes,25,190,137,32,116,76,9,141,110,6,12,2,3,1,False,459,325,50
130,408,no,no,0,271,129,46,237,128,20,210,91,9,8,2,2,4,True,726,350,77
122,408,no,yes,29,195,83,33,268,93,22,168,95,7,8,6,2,3,False,639,277,64
166,510,no,no,0,199,93,33,214,99,18,196,110,8,7,5,1,3,False,616,307,60
62,415,no,no,0,100,98,17,173,95,14,218,122,9,10,4,2,0,False,501,319,42
78,415,no,yes,21,160,85,27,223,79,18,124,92,5,9,1,2,2,False,516,257,52
148,415,no,yes,26,158,91,26,160,127,13,218,88,9,9,3,2,1,False,545,309,50
154,510,no,no,0,154,122,26,214,71,18,178,105,8,12,2,3,3,True,558,300,55
110,408,no,yes,34,192,114,32,129,114,10,136,102,6,6,12,1,1,False,463,342,49
75,415,no,no,0,305,106,51,188,115,15,235,116,10,8,5,2,0,True,736,342,78
84,408,no,yes,38,193,106,32,153,106,13,260,87,11,7,5,2,2,False,613,304,58
113,510,no,no,0,72,88,12,204,112,17,117,118,5,6,3,1,1,False,399,321,35
181,510,no,yes,40,105,61,17,341,79,29,165,97,7,6,3,1,2,False,617,240,54
51,415,no,no,0,180,88,30,134,102,11,170,97,7,10,3,2,2,False,494,290,50
102,408,no,yes,29,214,86,36,314,109,26,280,110,12,14,2,3,0,False,822,307,77
107,408,no,no,0,86,95,14,108,85,9,204,87,9,13,3,3,1,False,411,270,35
88,510,no,no,0,131,99,22,174,128,14,184,83,8,7,2,2,5,True,496,312,46
82,415,no,no,0,135,102,23,237,122,20,118,91,5,17,4,4,0,False,507,319,52
204,415,no,no,0,174,85,29,254,95,21,176,96,7,5,3,1,6,False,609,279,58
130,510,no,no,0,203,63,34,191,93,16,132,125,5,12,4,3,3,False,538,285,58
174,510,no,no,0,235,108,40,142,143,12,316,131,14,12,5,3,0,False,705,387,69
129,415,no,no,0,157,113,26,256,97,21,185,126,8,12,2,3,2,False,610,338,58
190,415,yes,no,0,111,55,19,223,124,18,243,81,10,10,7,2,3,False,587,267,49
54,510,yes,no,0,236,91,40,152,130,12,160,98,7,11,8,3,3,False,559,327,62
78,408,no,no,0,163,88,27,283,93,24,262,108,11,8,9,2,0,False,716,298,64
100,415,no,yes,29,213,127,36,175,82,14,207,100,9,8,3,2,1,False,603,312,61
70,510,no,yes,30,143,72,24,170,92,14,127,68,5,9,4,2,3,False,449,236,45
111,510,no,no,0,78,119,13,198,94,16,248,94,11,12,4,3,1,False,536,311,43
117,408,no,no,0,97,98,16,228,131,19,240,111,10,10,3,2,1,False,575,343,47
68,415,no,no,0,94,93,16,147,80,12,213,85,9,10,2,2,0,False,464,260,39
27,510,no,no,0,226,95,38,274,109,23,242,119,10,8,3,2,2,True,750,326,73
91,415,no,no,0,133,61,22,158,96,13,189,92,8,10,2,2,1,False,490,251,45
181,415,no,yes,27,190,93,32,249,127,21,215,82,9,10,4,2,1,False,664,306,64
118,415,no,yes,36,294,106,50,165,115,14,189,63,8,9,5,2,3,False,657,289,74
112,415,no,no,0,185,114,31,191,119,16,144,78,6,10,11,2,2,False,530,322,55
93,415,no,no,0,179,121,30,191,131,16,165,125,7,12,4,3,0,False,547,381,56
102,408,no,no,0,158,94,26,207,100,17,190,120,8,10,10,2,0,False,565,324,53
93,415,no,no,0,173,131,29,190,108,16,290,66,13,10,2,2,0,False,663,307,60
107,415,no,yes,32,134,101,22,211,145,18,167,138,7,8,5,2,1,False,520,389,49
100,415,no,yes,32,125,123,21,230,101,19,192,106,8,12,9,3,3,False,559,339,51
115,415,no,no,0,195,111,33,227,108,19,313,113,14,13,1,3,2,False,748,333,69
63,510,no,yes,13,214,61,36,181,88,15,174,68,7,10,2,2,0,False,579,219,60
57,415,no,no,0,221,101,37,236,65,20,252,137,11,9,1,2,0,False,718,304,70
119,408,no,yes,26,132,100,22,173,121,14,203,108,9,11,5,3,1,False,519,334,48
73,408,no,no,0,157,92,26,198,87,16,364,106,16,9,4,2,1,False,728,289,60
98,408,no,yes,30,110,71,18,182,108,15,183,88,8,11,8,2,2,False,486,275,43
139,415,yes,no,0,161,121,27,192,137,16,168,96,7,11,13,3,0,False,532,367,53
31,408,no,yes,28,171,116,29,240,125,20,245,80,11,10,7,2,1,False,666,328,62
129,510,no,yes,32,211,99,35,155,89,13,234,96,10,11,5,3,1,False,611,289,61
115,415,no,no,0,139,89,23,192,95,16,151,75,6,9,3,2,7,True,491,262,47
108,415,no,no,0,291,99,49,221,93,18,229,110,10,14,9,3,2,True,755,311,80
139,408,no,no,0,139,110,23,132,93,11,272,120,12,12,1,3,0,False,555,324,49
102,408,no,no,0,234,125,39,199,99,16,163,88,7,10,1,2,4,False,606,313,64
149,408,no,no,0,187,83,31,201,81,17,264,79,11,8,1,2,1,False,660,244,61
113,415,no,no,0,159,143,27,210,93,17,175,86,7,13,7,3,2,False,557,329,54
131,408,no,yes,33,177,100,30,194,85,16,253,124,11,5,5,1,1,False,629,314,58
83,408,no,no,0,117,101,20,160,92,13,235,150,10,11,10,3,0,False,523,353,46
96,415,no,yes,21,247,95,42,256,150,21,158,72,7,10,6,2,2,False,671,323,72
98,408,no,no,0,169,77,28,138,155,11,142,105,6,8,7,2,1,False,457,344,47
3,415,no,no,0,185,120,31,203,129,17,170,89,7,14,3,3,3,False,572,341,58
77,408,no,yes,17,204,84,34,201,102,17,219,97,9,11,5,3,0,False,635,288,63
75,408,no,yes,24,225,119,38,182,108,15,270,106,12,9,2,2,3,False,686,335,67
40,510,no,no,0,169,115,28,141,123,12,253,115,11,10,3,2,4,True,573,356,53
108,415,no,no,0,239,102,40,223,127,18,251,104,11,10,6,2,0,False,723,339,71
100,415,no,no,0,113,96,19,197,89,16,284,93,12,11,2,3,4,True,605,280,50
16,415,no,no,0,161,100,27,230,138,19,148,78,6,10,11,2,3,False,549,327,54
115,510,no,yes,16,133,110,22,185,111,15,161,113,7,5,4,1,2,False,484,338,45
108,510,no,yes,25,170,88,29,109,113,9,165,99,7,8,1,2,3,False,452,301,47
107,510,no,no,0,189,76,32,156,65,13,244,91,10,8,3,2,5,False,597,235,57
161,415,no,no,0,322,100,54,230,135,19,241,104,10,7,5,2,2,True,800,344,85
147,415,no,no,0,124,74,21,320,78,27,157,126,7,10,4,2,2,False,611,282,57
107,415,no,no,0,146,94,24,114,111,9,114,97,5,11,5,3,3,False,385,307,41
120,510,no,no,0,192,123,32,206,105,17,283,93,12,10,3,2,1,False,691,324,63
107,408,no,yes,36,96,83,16,179,91,15,166,121,7,10,2,2,1,False,451,297,40
58,510,no,no,0,131,96,22,167,107,14,205,106,9,14,5,3,3,False,517,314,48
91,408,no,no,0,147,121,25,175,87,14,136,80,6,13,3,3,2,False,471,291,48
13,415,no,no,0,143,139,24,239,88,20,221,123,9,7,5,1,2,False,610,355,54
104,408,no,no,0,280,127,47,179,79,15,150,77,6,15,6,4,5,False,624,289,72
93,415,no,yes,31,237,85,40,213,100,18,192,87,8,10,4,2,1,False,652,276,68
95,510,no,no,0,184,95,31,181,101,15,143,113,6,12,4,3,2,False,520,313,55
104,415,no,no,0,109,141,18,187,140,15,216,100,9,10,4,2,3,False,522,385,44
35,408,no,no,0,138,115,23,158,82,13,215,118,9,10,2,2,5,True,521,317,47
62,415,no,no,0,186,94,31,207,92,17,195,98,8,8,4,2,3,False,596,288,58
143,510,no,no,0,155,112,26,290,92,24,228,91,10,13,5,3,1,False,686,300,63
62,415,no,no,0,245,91,41,122,130,10,228,102,10,8,4,2,4,False,603,327,63
60,415,yes,no,0,205,97,35,277,117,23,202,139,9,11,2,2,0,True,695,355,69
41,510,no,no,0,207,138,35,214,83,18,193,105,8,11,4,3,1,False,625,330,64
34,415,no,yes,14,151,100,25,248,126,21,199,120,8,10,5,2,2,False,608,351,56
56,408,no,no,0,221,112,37,278,122,23,288,85,12,7,5,1,0,True,794,324,73
183,415,no,no,0,190,100,32,246,78,20,304,107,13,9,4,2,1,False,749,289,67
94,415,no,no,0,220,111,37,156,67,13,187,89,8,10,4,2,2,False,573,271,60
73,415,no,yes,47,173,117,29,204,114,17,174,94,7,6,3,1,2,False,557,328,54
123,408,no,no,0,114,94,19,150,104,12,268,119,12,9,4,2,2,False,541,321,45
64,408,no,no,0,113,97,19,192,97,16,214,89,9,10,1,2,3,False,529,284,46
127,415,yes,no,0,143,60,24,179,159,15,171,122,7,6,4,1,4,True,499,345,47
33,415,no,no,0,184,111,31,203,110,17,237,100,10,9,5,2,3,False,633,326,60
27,415,no,no,0,227,67,38,248,115,21,61,109,2,7,6,2,1,False,543,297,63
123,408,no,no,0,224,99,38,210,80,17,231,75,10,2,5,0,0,False,667,259,65
148,510,no,no,0,216,95,36,185,105,15,300,143,13,10,5,2,2,False,711,348,66
81,415,no,no,0,129,121,22,230,105,19,140,123,6,13,3,3,0,False,512,352,50
122,510,no,yes,30,230,108,39,287,76,24,177,85,7,6,3,1,2,False,700,272,71
52,415,no,no,0,204,97,34,273,128,23,179,118,8,11,5,2,1,False,667,348,67
91,408,no,yes,44,216,101,36,173,98,14,242,95,10,9,3,2,1,False,640,297,62
54,415,no,no,0,247,85,42,225,93,19,244,132,10,10,2,2,2,True,726,312,73
152,510,no,no,0,228,93,38,136,106,11,197,107,8,9,2,2,1,False,570,308,59
201,415,no,no,0,225,110,38,299,86,25,251,81,11,11,4,3,1,True,786,281,77
78,415,no,no,0,103,115,17,117,102,10,201,94,9,12,3,3,4,True,433,314,39
67,415,no,no,0,115,70,19,252,143,21,208,91,9,7,6,2,0,False,582,310,51
100,408,no,no,0,218,125,37,148,102,12,277,97,12,9,6,2,1,False,652,330,63
41,510,no,no,0,223,67,38,244,74,20,223,156,10,12,5,3,3,False,702,302,71
133,415,no,no,0,143,71,24,184,131,15,275,132,12,12,4,3,3,False,614,338,54
36,408,no,yes,43,29,123,5,129,117,10,325,105,14,8,6,2,2,False,491,351,31
51,510,no,yes,28,276,121,47,203,99,17,246,88,11,8,3,2,0,False,733,311,77
122,415,no,no,0,141,128,24,146,70,12,123,75,5,8,4,2,0,False,418,277,43
84,408,no,yes,41,153,102,26,140,117,11,217,101,9,12,5,3,1,False,522,325,49
91,415,no,no,0,190,128,32,205,103,17,130,63,5,13,5,3,0,False,538,299,57
110,408,no,no,0,192,102,32,178,118,15,214,74,9,9,4,2,1,False,593,298,58
91,408,yes,no,0,151,115,25,103,116,8,156,86,7,12,4,3,1,False,422,321,43
121,408,no,no,0,215,74,36,192,98,16,144,103,6,10,4,2,5,False,561,279,60
109,415,no,no,0,180,100,30,229,103,19,139,105,6,7,8,2,3,False,555,316,57
95,510,no,no,0,157,116,26,197,77,16,128,111,5,8,4,2,2,False,490,308,49
72,415,no,no,0,196,88,33,158,129,13,269,118,12,6,3,1,0,False,629,338,59
73,415,no,no,0,240,130,40,162,83,13,231,136,10,11,3,3,0,False,644,352,66
108,415,no,no,0,193,126,32,154,85,13,174,98,7,9,6,2,3,False,530,315,54
58,408,no,yes,39,211,40,36,274,76,23,210,139,9,5,4,1,1,False,700,259,69
148,415,yes,no,0,218,111,37,155,133,13,277,62,12,8,5,2,1,False,658,311,64
76,510,yes,no,0,246,110,41,206,63,17,208,123,9,13,5,3,0,True,673,301,70
103,415,no,no,0,174,151,29,148,56,12,168,109,7,15,3,4,6,True,505,319,52
87,415,no,no,0,240,83,40,134,106,11,189,84,8,9,2,2,0,True,572,275,61
35,510,no,yes,37,181,76,30,177,98,15,228,136,10,5,3,1,2,False,591,313,56
88,415,no,no,0,113,67,19,165,127,14,141,142,6,10,3,2,1,False,429,339,41
67,415,no,yes,41,174,86,29,160,93,13,155,108,6,13,1,3,0,False,502,288,51
77,510,no,yes,29,211,89,35,223,97,19,148,106,6,9,9,2,2,False,591,301,62
124,510,no,no,0,169,108,28,178,91,15,242,82,10,12,3,3,1,False,601,284,56
30,415,no,no,0,247,107,42,175,76,14,287,90,12,11,2,3,0,False,720,275,71
53,415,no,yes,32,131,63,22,227,125,19,178,105,8,12,2,3,2,False,548,295,52
152,510,no,no,0,161,84,27,163,88,13,153,121,6,11,5,3,1,False,488,298,49
100,510,yes,no,0,107,98,18,86,122,7,156,117,7,9,4,2,1,False,358,341,34
59,408,no,yes,32,211,120,36,202,136,17,213,95,9,8,5,2,1,False,634,356,64
143,510,no,no,0,160,120,27,285,104,24,182,85,8,6,4,1,3,False,633,313,60
142,510,no,yes,40,230,101,39,256,88,21,263,92,11,6,3,1,1,False,755,284,72
105,408,no,no,0,232,96,39,253,117,21,154,101,6,10,9,2,1,False,649,323,68
111,408,no,no,0,294,90,50,294,72,25,260,121,11,10,3,2,1,True,858,286,88
143,510,no,no,0,133,107,22,223,117,19,180,85,8,10,13,2,1,False,546,322,51
93,408,no,yes,22,306,123,52,189,83,16,240,107,10,11,2,3,0,False,746,315,81
79,415,no,no,0,236,135,40,186,87,15,126,112,5,10,5,2,2,False,558,339,62
68,415,yes,yes,24,125,92,21,275,98,23,214,108,9,14,6,3,3,True,628,304,56
93,510,yes,no,0,168,114,28,276,127,23,196,48,8,11,3,3,1,False,651,292,62
103,415,no,no,0,70,134,12,134,112,11,168,164,7,12,6,3,2,False,384,416,33
144,510,no,yes,38,105,86,17,121,123,10,221,122,9,3,4,1,0,False,450,335,37
93,415,no,no,0,152,141,25,215,107,18,262,111,11,12,7,3,1,False,641,366,57
149,510,yes,no,0,180,79,30,194,83,16,197,109,8,8,9,2,3,False,579,280,56
23,510,no,yes,31,156,84,26,161,96,13,294,107,13,9,6,2,1,False,620,293,54
221,510,no,yes,24,180,85,30,224,92,19,205,103,9,2,3,0,0,False,611,283,58
164,510,no,yes,30,238,100,40,230,121,19,206,66,9,13,8,3,1,False,687,295,71
104,415,no,yes,18,182,66,30,213,65,18,193,108,8,13,9,3,2,False,601,248,59
150,415,no,yes,35,139,72,23,332,170,28,213,105,9,8,2,2,2,False,692,349,62
184,408,no,yes,12,200,76,34,253,105,21,149,93,6,10,5,2,0,False,612,279,63
88,408,no,no,0,153,94,26,251,118,21,182,99,8,8,6,2,1,False,594,317,57
61,415,yes,yes,29,128,119,21,171,83,14,250,114,11,11,6,3,3,False,560,322,49
110,408,no,no,0,159,145,27,202,101,17,256,96,11,16,2,4,2,False,633,344,59
115,415,no,no,0,226,101,38,276,60,23,213,82,9,12,4,3,3,True,727,247,73
33,408,no,no,0,251,81,42,194,96,16,211,87,9,8,3,2,2,False,664,267,69
100,510,no,no,0,264,117,44,194,111,16,262,111,11,7,4,2,2,True,727,343,73
209,415,no,no,0,153,105,26,188,87,16,200,95,9,10,2,2,0,False,551,289,53
27,510,no,no,0,232,81,39,210,101,17,165,87,7,15,6,4,5,False,622,275,67
117,415,no,no,0,201,86,34,212,96,18,176,98,7,7,10,2,1,False,596,290,61
87,408,no,no,0,186,79,31,182,105,15,143,90,6,4,14,1,1,False,515,288,53
129,510,no,yes,27,196,89,33,180,95,15,245,83,11,6,5,1,1,False,627,272,60
142,510,no,no,0,232,102,39,168,110,14,197,120,8,9,3,2,1,False,606,335,63
112,415,no,no,0,166,79,28,74,100,6,247,74,11,6,7,1,0,False,493,260,46
75,510,no,yes,28,200,96,34,164,111,13,169,153,7,2,5,0,1,False,535,365,54
97,408,no,yes,25,141,101,23,212,85,18,175,138,7,4,2,1,3,False,532,326,49
121,408,no,yes,34,245,95,41,216,66,18,112,125,5,7,8,2,0,False,580,294,66
142,415,yes,no,0,140,140,23,228,119,19,152,88,6,10,7,2,1,False,530,354,50
121,510,no,no,0,255,93,43,266,97,22,197,118,8,8,3,2,3,True,726,311,75
87,415,no,yes,33,125,99,21,235,81,20,215,95,9,10,7,2,2,False,585,282,52
34,408,no,no,0,180,65,30,280,99,23,292,105,13,5,3,1,1,False,757,272,67
177,415,yes,no,0,248,118,42,172,73,14,191,87,8,11,2,3,1,True,622,280,67
58,415,no,yes,30,178,111,30,236,109,20,264,118,11,8,2,2,0,False,686,340,63
113,415,yes,no,0,122,112,20,131,94,11,169,106,7,10,9,2,5,True,432,321,40
101,415,no,no,0,231,87,39,224,88,19,214,69,9,7,7,1,1,False,676,251,68
89,415,no,no,0,111,101,18,122,94,10,180,85,8,12,2,3,3,False,425,282,39
77,408,yes,yes,44,103,117,17,236,86,20,203,101,9,11,2,3,0,True,553,306,49
146,510,no,no,0,138,104,23,158,122,13,47,73,2,3,9,1,4,True,346,308,39
93,415,no,no,0,146,85,24,216,95,18,233,82,10,11,3,3,0,False,606,265,55
160,415,no,no,0,206,66,35,241,109,20,227,102,10,11,6,3,0,False,685,283,68
55,415,no,no,0,132,103,22,279,114,23,180,74,8,13,4,3,0,False,604,295,56
88,408,no,no,0,274,105,46,161,121,13,194,123,8,9,4,2,2,False,638,353,69
63,510,no,no,0,185,87,31,225,87,19,194,93,8,11,3,3,0,False,615,270,61
127,415,no,yes,24,154,69,26,177,105,15,207,102,9,9,4,2,1,False,547,280,52
57,415,no,yes,30,179,105,30,283,83,24,228,77,10,14,5,3,1,False,704,270,67
138,510,yes,no,0,286,61,48,187,60,15,146,114,6,11,4,2,2,True,630,239,71
115,408,no,no,0,268,115,45,153,106,13,232,65,10,17,1,4,3,False,670,287,72
171,415,no,no,0,137,110,23,198,109,16,292,131,13,13,5,3,2,False,640,355,55
148,408,no,no,0,243,115,41,191,91,16,117,93,5,13,5,3,2,False,564,304,65
127,510,no,no,0,134,79,22,221,114,18,113,118,5,15,2,4,1,False,483,313,49
61,415,no,no,0,234,76,39,216,108,18,130,122,5,13,2,3,1,False,593,308,65
131,415,no,no,0,175,73,29,171,116,14,131,94,5,7,6,1,1,False,484,289,49
88,408,no,no,0,142,107,24,262,84,22,139,99,6,10,5,2,1,False,553,295,54
130,510,no,no,0,132,81,22,200,110,17,202,103,9,6,1,1,2,False,540,295,49
89,415,no,yes,24,97,98,16,207,67,17,214,126,9,5,2,1,0,False,523,293,43
82,415,no,no,0,266,83,45,229,74,19,251,99,11,11,6,2,3,True,757,262,77
138,510,no,yes,33,155,139,26,268,79,22,186,71,8,9,4,2,3,False,618,293,58
115,415,no,no,0,200,92,34,244,107,20,190,96,8,8,3,2,1,False,642,298,64
84,415,no,no,0,289,100,49,233,97,19,223,148,10,12,2,3,2,True,757,347,81
117,510,yes,no,0,198,121,33,249,104,21,162,115,7,10,5,2,1,False,619,345,63
60,415,no,no,0,180,67,30,208,68,17,181,101,8,12,6,3,2,False,581,242,58
62,415,no,no,0,86,84,14,238,99,20,238,79,10,12,1,3,2,False,574,263,47
133,510,no,no,0,295,141,50,223,101,19,229,109,10,12,4,3,2,True,759,355,82
131,408,no,no,0,240,108,40,167,91,14,322,109,14,14,8,3,3,False,743,316,71
65,408,no,no,0,207,109,35,217,117,18,125,111,5,8,5,2,1,False,557,342,60
120,510,no,yes,27,128,115,21,163,91,13,242,121,10,0,0,0,1,False,533,327,44
142,510,no,yes,22,224,114,38,146,106,12,241,98,10,8,2,2,1,False,619,320,62
134,415,no,no,0,164,115,28,126,96,10,238,125,10,10,9,2,2,False,538,345,50
87,415,no,no,0,238,97,40,164,97,13,282,132,12,10,6,2,2,False,694,332,67
139,415,no,yes,43,231,85,39,222,82,18,148,105,6,8,5,2,2,False,609,277,65
